"Id","Name","StreetAddress","PostalCode","Locality","Region","Country","PhoneNumber","Email"
1011,"Olympic Center","Adnan menderes mah 1047 sokak no: 1 Kecioren Ankara","","Ankara","","Turkiye","903123108054","info@badminton.gov.tr"
1012,"Midwest Badminton Club-Naperville","2019 Corporate Lane Suite 103","60563","Naperville","IL","U.S.A.","312-927-2885","info@mbadmingon.com"
1013,"Egret Badminton Center-Naperville","1811 High Grove Ln #191","","Naperville","IL","U.S.A.","630-536-8032",""
1014,"Smashville Mainline","250 King Manor Dr","19406","King of Prussia","PA","U.S.A.","","TD@smashville.us"
1015,"Royal Badminton Academy","44590 Guiford Dr.Suite 100","2014","Ashburn","VA","U.S.A.","703-258-1300",""
1016,"EGRET Badminton Club","1251 Basswood Rd","60173","Schaumburg","Illinois","U.S.A.","",""
1017,"Dasharatha Stadium National Sport Councils","Dasharatha Stadium National Sport Councils Tripureshwor","","Kathmandu","","Nepal","",""
1018,"IFU Arena","Råbyvägen 77","754 26","Uppsala","","Sweden","","info@badminton.nu"
1019,"Indoor stadium Huamark","Ramkhamhaeng Rd. Khweang Hua Mark Khet Bang Kapi Krung Thep Maha","10240","Bangkok","","Thailand","",""
1020,"Tennis- og badmintonfélag Reykjavíkur","Gnoðarvogur 1","104","Reykjavík","","Iceland","+ 354 897 4184","bsi@badminton.is"
1021,"CSULB Kin West Gym","West Gym","90816","Long Beach","California","U.S.A.","",""
1022,"RichmondPro Badminton Centre","#130-5800 Minoru Blvd.","V6X 2B1","Richmond","BC","Canada","604-231-0999",""
1023,"Polideportivo Municipal de Arroyo de la Miel","Calle Orujo","s/n 29631","Benalmádena","Málaga","Spain","",""
1024,"Club28 Badminton","3559 Edgemont St.","19134","Philadelphia","PA","U.S.A.","",""
1025,"Ken Kay Badminton Stadium","Dowling Street Wendouree","3355","Ballarat","Victoria","Australia","",""
1026,"Arena Stade Couvert","Chemin des Manufactures","62800","Liévin","","France","","events@badmintoneurope.com"
1027,"Cairo Stadium Hall No 2","Nasr City","","Cairo","","Egypt","",""
1028,"Robertson Gym","18 Ocean Rd","93117","Isla Vista","CA","U.S.A.","",""
1029,"Vall d'Hebron Olympic Sports Centre","Passeig de la Vall d'Hebron 166-176","8035","Barcelona","","Spain","",""
1030,"Palabadminton","Via Giovanni Cimabue 24","20148","Milano","italy","Italy","00390683800707/708","valentinaleonardi@badmintonitalia.it"
1031,"San Diego Badminton Club","2145 Park Blvd.","92101","San Diego","CA","","858-581-7100",""
1032,"Badmintonhall DEGIRO hall","Badmintonplein 1","2023 BW","Haarlem","","Netherlands","","tournament@dutchjunior.com"
1033,"Mpesa Foundation","box 7954-01000","","Thika","","Kenya","254722001111","info@mpesafoundationacademy.ac.ke"
1034,"National Indoor Centre","Independence Park","","Kingston","","Jamaica","+1 876 530-8301","info@badmintonjamaica.org"
1035,"ARC","2711 Pine Grove Rd","","Cumming","GA","U.S.A.","",""
1036,"TBTT","","","Morrisville","NC","U.S.A.","",""
1037,"Streamers","740 Centinela Avenue Suite 101","90302","Inglewood","CA","U.S.A.","424-270-4161","BillBlair@PortalVia.net"
1038,"Max Power Sports","250 King Manor Dr","","King of Prussia","PA","U.S.A.","",""
1039,"Zemgales Olimpiskais centrs","Kronvalda 24","LV-3004","Jelgava","","Latvia","37129546666","yli@badminton.lv"
1040,"""Delfi"" Sports Centre","Ozo str. 14C","","Vilnius","","Lithuania","+370 672 70222","info@badminton.lt"
1041,"Sportove centrum M-Sport Trencin","Ostrov 363","","Zamarovce – Trencin","","Slovakia","",""
1042,"Delfi Sport Center","Ozo str. 14c","","Vilnius","","Lithuania","",""
1043,"IBC2","10 New Maple Ave.","7058","Pine Brook","NJ","U.S.A.","732-549-7190","info@ibcusa.org"
1044,"Pajulahti Sports Institute","Pajulahdentie 167","15560","Nastola","Lahti","Finland","4531718283","events@badmintoneurope.com"
1045,"Gimnasio Olímpico de Ciudad Deportiva de Aguascalientes","Colonia Bonagens s/n Parque IV Centenario","20190","Aguascalientes","Aguascalientes","Mexico","5213344440444","femeba2012@gmail.com"
1046,"Al Arabi Sports Complex","New Salata","","Doha","","Qatar","",""
1047,"ATLANTA RECREATION CLUB","2711 Pine Grove Rd","30041","Atlanta","Georgia","U.S.A.","",""
1048,"310 E High st","3rd Floor","19464","Pottstown","PA","U.S.A.","",""
1049,"St. Jakobshalle Basel","St. Jakobstrasse 390","4052","Basel","","Switzerland","",""
1050,"Utilita Arena Birmingham","King Edwards Road","B1 2AA","Birmingham","","England","",""
1051,"Sport Hall, Bieruń","Warszawska 294","43-155","Bieruń","","Poland","",""
1052,"Pabellon de Tenis de Mesa","Parque del Este Santo Domingo","10149","Santo Domingo","Santo Domingo Este","Dominican Republic","8095440965","gcastillofedobad@gmail.com"
1053,"POLIDEPORTIVO 2 CAR VIDENA","Av.Del Aire Cuadra 9 s/n San Luis","","Lima","Lima","Peru","",""
1054,"Palace of Sports","Sportyvna Square 1","2000","Kyiv","","Ukraine","4524842870","events@badmintoneurope.com"
1055,"Sagrado Corazon de Jesus","","","Guatemala","","Guatemala","",""
1056,"Polideportivo Municipal Arroyo de la Miel","Calle Orujo 2","29631","Benalmádena","Málaga","Spain","",""
1057,"Polideportivo Blancadona","Carrer Cas Raspallar, S 15, 5","7800","Blanca Dona","Ibiza","Spain","",""
1058,"Olympic Reserves Stadium","Bogdan Khmelnitsky Avenue 29 d","49000","Dnіpro","","Ukraine","(056) 749-62-40",""
1059,"Federación Española de Bádminton","Calle Ferraz 16","","Huelva","","Spain","34915428384","spainworldtour@badminton.es"
1060,"Sport hall Centre Dras","Pohorska ulica 57","2000","Maribor","","Slovenia","38631325194","matevz.srekl@gmail.com"
1061,"Sport Hall,” MARECKIE CENTRUM EDUKACYJNO-REKREACYJNE","Ul. Wspólna 40","05-270","Marki","","Poland","",""
1062,"Midwest Badminton Woodridge","8202 Lemont Road","60517","Woodridge","IL","U.S.A.","331-903-3049","events@mbadminton.com"
1063,"Messehalle 5 (Badminton Centre)","Messeplatz 1","A-6850","Dornbirn","","Austria","",""
1064,"Smashville KOP","250 King Manor Dr","19406","King of Prussia","PA","U.S.A.","",""
1065,"Triangle Badminton and Table Tennis","2900 Perimeter Park Dr, Suite# 200","27560","Morrisville","NC","U.S.A.","919-388-0272",""
1066,"Polideportivo Camilo Cano","Partida Muixara s/n","3530","La Nucía","Alicante","Spain","","SpanishInternationalU19@badminton.es"
1067,"New Jersey Badminton Club","2 Changebridge Rd","7045","Montville","NJ","U.S.A.","+1 (201) 898-0382","njbc.info@gmail.com"
1068,"Cabarrus Arena & Events Center","4751 NC Highway 49","28025","Concord","NC","U.S.A.","",""
1069,"Sportna Zala Svilengrad","1 Nencho Hristov Str","","Svilengrad","","Bulgaria","",""
1070,"The Farm Sports","2660 Vickers Dr","80918","Colorado Springs","CO","U.S.A.","",""
1071,"Hotel Mundo Imperial","","","Acapulco","Guerrero","Mexico","","femeba2012@gmail.com"
1072,"Sigulda sports centre","Ata Kronvalda 7A","LV-2150","Sigulda","","Latvia","",""
1073,"Ankara Badminton Olympic Center","dnan Menderes Mah. 1047 Sok. No: 1 Aktepe/Kecioren","6300","Ankara","","Turkiye","",""
1074,"Blue Water Dokken","Gammel Vardevej 82","6700","Esbjerg","","Denmark","4570605076","event@badminton.dk"
1075,"Ankara Badminton Olympic center","Adnan Menderes mah. 1047 sok . no : 1 Aktepe Keçiören","6300","Ankara","Turkey","Turkiye","3123108054","info@badminton.gov.tr"
1076,"Complexe Sportif Régional","Rue du Bois","62120","Aire sur la Lys","","France","","levolant.airois@orange.fr"
1077,"Burnsville High School (enter via Door 1)","600 State Hwy 13","55337","Burnsville","MN","U.S.A.","",""
1078,"CREPS Bordeaux - Gymnase Hand/Bad","653 cours de la liberation","33400","Talence","","France","",""
1079,"Gentofte Badmintonklub","Ved Stadion 4","2820","Gentofte","","Denmark","+45 3965 0400","gbk@gbk.dk"
1080,"Hvidovre Badminton Klub","Bibliotekvej 62","2650","Hvidovre","","Denmark","",""
1081,"Northwest Badminton Academy","13203 NE Spring Blvd","98005","Bellevue","Washington","U.S.A.","425-270-3318","info@northwestbadminton.com"
1082,"Stade de l’Amitié Général Mathieu Kérékou","Cotonou","","Cotonou","","Benin","",""
1083,"CD DEPORTIVA AGUASCALIENTES","Lic. Adolfo López Mateos Ote 1610, Desarrollo Especial Parque IV Centenario, Aguascalientes, Ags.","20190","AGUASCALIENTES","AGUASCALIENTES","Mexico","523344440444","femeba2012@gmail.com"
1084,"Multipurpose sport hall Podčetrtek","Zdraviliška cesta 23","3254","Podčetrtek","","Slovenia","4524842870","events@badmintoneurope.com"
1085,"Täby Racketcenter","Flyghamnsvägen 16","183 64","Täby","","Sweden","",""
1086,"COLISEO DEPORTIVO DE BADMINTON","COLISEO DEPORTIVO CIUDAD DE LOS DEPORTES ZONA 4.","1004","GUATEMALA","GUATEMALA","Guatemala","+502 2295 8640","badmintonguate@gmail.com"
1087,"Midwest Badminton Club - Woodridge","8202 Lemont Road","60517","Woodridge","IL","U.S.A.","331-903-3049","events@mbadminton.com"
1088,"GIMNASIO TEODORO PALACIOS FLORES","26 CALLE, 12-36, ZONA 5, GUATEMALA, GUATEMALA","1005","GUATEMALA","GUATEMALA","Guatemala","+502 2295 8640","badmintonguate@gmail.com"
1089,"Zespół Szkół Mistrzostwa Sportowego w Zakopanem","Ul. Droga do Olczy 26","34-500","Zakopane","","Poland","(+48) 22 412 10 31","w.krawczyk@pzbad.pl"
1090,"SC Sutinska Vrela","Podsusedski trg 14b","10000","Zagreb","","Croatia","",""
1091,"ARENA BADMINTON CLUB","2780 S RESERVOIR ST","91766","POMONA","CA","","626-267-9321",""
1092,"Sportove centrum M-sport Trencin","Ostrov 363","911 05","Zamarovce","Trencin","Slovakia","",""
1093,"University Of Arizona Recreation Center","1400 E 6th St Tucson","85721","Tucson","Arizona","U.S.A.","","uazbadminton@gmail.com"
1094,"Club 28 Badminton","3569 Edgemont st.","19134","Philadelphia","PA","U.S.A.","9177082727","club28.usa@gmail.com"
1095,"Nets On Fire","1871 W Canyon View Dr","84770","St. George","Utah","U.S.A.","",""
1096,"BSFZ Südstadt","Liese Prokop-Platz 1","2344","Maria Enzersdorf","","Austria","",""
1097,"Gospino Polje hall","Liechtensteinov put 10","20000","Dubrovnik","","Croatia","385916412223","rgaljer69@gmail.com"
1098,"Eleftheria Athletic Center","Makarios Sports Center Avenue","2400","Nicosia","","Cyprus","35722449868","badminton@cytanet.com.cy"
1099,"Westenergie Sporthalle","An den Sportstätten 6","45468","Mülheim an der Ruhr","","Germany","",""
1100,"Prakash Padukone Badminton Academy","Padukone-Dravid Centre for Sports Excellence Survey No. 336, Bettahalasuru, Jala Hobli, Taluk Yelahanka,","562157","Bengaluru","Karnataka","India","+91 11414 50524","info@badmintonindia.org"
1101,"Dalum Hallerne","Mejerivej 1","5260","Odense S","","Denmark","",""
1102,"Langeskov Hallerne","Børmosevej 3","5550","Langeskov","","Denmark","",""
1103,"Lugogo Arena","","","Kampala","","Uganda","",""
1104,"Druskininkų sporto centras","M.K. Čiurlionio g. 115a","","Druskininkai","","Lithuania","+370 672 70222","info@badminton.lt"
1105,"Egret Badminton","1251 Basswood Rd.","60173","Schaumburg","IL","U.S.A.","847-285-5788",""
1106,"Elite Badminton Center","33540 Central Ave","94587","Union City","CA","U.S.A.","510-431-3130","elitecenterinfo@gmail.com"
1107,"PAVILION RECREATION COMPLEX","400 SCOTSWOOD ROAD,","29687","TAYLORS","SC","U.S.A.","",""
1108,"Northeast Badminton CLub","142 Belmont Drive","","Somerset","NJ","U.S.A.","",""
1109,"Southwest Recreation Center","3150 Hull Rd","32611","Gainesville","Fl","U.S.A.","(352) 846-1081",""
1110,"City Sport Hall","Masarykova 1313","73514","Orlova - Lutyně","","Czech Republic","",""
1111,"Nicholas Recreation Center","797 W Dayton St.","53715","Madison","WI","U.S.A.","414-319-9055",""
1112,"Sporthall Brezice","Cernelceva cesta 10","8250","Brezice","","Slovenia","38631325194","matevz.srekl@gmail.com"
1113,"Centro de Convenciones","","","Yumbo","Valle","Colombia","",""
1114,"Badminton High Performance Centre","Av Vasco da Gama","2500","Caldas da Rainha","","Portugal","351262839020","events@fpbadminton.pt"
1115,"Palacio de los Deportes Carolina Marín Arena","","","Huelva","","Spain","","alberto.carazo@badminton.es"
1116,"Sport hall Medvode","Ostrovrharjeva 4","1215","Medvode","","Slovenia","",""
1117,"POLIDEPORTIVO MANUEL AVILA CAMACHO","AV. MANUEL AVILA CAMACHO S/N JARDINES DEL COUNTRY","44210","Guadalajara","JALISCO","Mexico","523325075830","femeba2012@gmail.com"
1118,"Alba Club","Alba Club","","Riffa City","Manama","Bahrain","",""
1119,"Canada Elite Badminton & Sports","177 Westcreek Drive","L4L 9N6","Woodbridge","Ontario","Canada","905-944-0607","tournaments@elitebadminton.ca"
1120,"LONG ISLAND BADMINTON CENTER","575 MERRICK AVE.","11590","WESTBURY","NY","U.S.A.","6462713228 / 516-388-7821",""
1121,"Edina High School Gym/Activity Center (enter via door 6)","6754 Valley View Rd","55439","Edina","MN","U.S.A.","",""
1122,"Palacio Nacional de los Deportes""Carlos el Famoso Hernández""","Avenida Juan Pablo II, Diagonal Universitaria, Centro de Gobierno","1101","San Salvador","San Salvador","El Salvador","+503 22709369","fesalbad2001@gmail.com"
1123,"Bellevue Badminton Club (Harbour Pointe)","3616 South Road, Building D","98275","Mukilteo","WA","U.S.A.","425-374-8094",""
1124,"K. D. Jadhav Indoor Hall","Indira Gandhi Sports Complex","110002","New Delhi","Delhi","India","911141450524","indias500@badmintonindia.org"
1125,"Kalevi Spordihall","Juhkentali 12","11316","Tallinn","","Estonia","+372 56492144","yei@badminton.ee"
1126,"Chanhassen High School Gym 3","2200 Lyman Blvd","55317","Chanhassen","MN","U.S.A.","",""
1127,"Jawahar Lal Nehru Indoor Statdium","Biju Pattnaik Colony","753008","Cuttack","Odisha","India","911141450524","entryint@badmintonindia.org"
1128,"Palace of Sports “VENETO Sport”","11v, Heroiv Sevastopolia str.","1000","Kyiv","","Ukraine","+380 50 301 49 03","kharkivintl@gmail.com"
1129,"Mohammad Reza Pouria","Siboyeh Blvd, Shiraz, Iran","","Shiraz","","Iran","(+9821) 88984439-41","info@iranbadminton.org"
1130,"South Jersey Indoor Sports Club","545 NJ-73","8091","West Berlin","NJ","U.S.A.","",""
1131,"Synergy Badminton","44380 Old Warm Springs Blvd","94538","Fremont","CA","U.S.A.","",""
1132,"SPARC Arena NOVI","42775 9 Mile Rd","48375","NOVI","MI","U.S.A.","",""
1133,"Seaton Center","1210 University Dr","40502","Lexington","Kentucky","U.S.A.","",""
1134,"South Jersey Indoor Sports Center","545 North Route 73","","West Berlin","New Jersey","U.S.A.","8568096783","SouthJerseyISC@gmail.com"
1135,"Sport & entertainment hall at Arłamów hotel","Arłamów","38-700","Arłamów","","Poland","+48 516 000 508","w.krawczyk@pzbad.pl"
1136,"Triangle Badminton & Table Tennis","2900 Perimeter Park Dr, #200","27560","Morrisville","NC","U.S.A.","",""
1137,"Rowland High School","2000 S OTTERBEIN AVE","91748","Rowland Heights","CA","","",""
1138,"New Jersey Badminton CLub","2 Changebridge Rd","","Montville","NJ","U.S.A.","",""
1139,"Purdue Badminton Club","355 N Martin Jischke Drivce, West Lafayette, IN 47907","47907","West Lafayette","IN","U.S.A.","765-607-3955","tan284@purdue.edu"
1140,"North Campus Recreation Building","2375 Hubbard Road","48109","Ann Arbor","Michigan","U.S.A.","",""
1141,"Palma Stadium","333 Palmaro","","Suncheon","Jeonronamdo","Korea","8224226173","badmintonkorea@bka.kr"
1142,"Gwangju Yeonju Stadium","278 Geumhwaro Seogu","","Gwangju","Gwangju Metropolitan","Korea","8224226173","badmintonkorea@bka.kr"
1143,"Santa Fe Springs Badminton CLub","11323 SHoemaker Ave.,","","Santa Fe Springs","CA","","",""
1144,"CDM Gallur","C. de Gallur 2","28047","Madrid","","Spain","4531718283","events@badmintoneurope.com"
1145,"Muntinlupa Sports Complex","Tunasan Baywalk Buendia Street, Muntinlupa","1773","Manila","","Philippines","",""
1146,"Palacio Nacional de los Deportes Carlos ""El Famoso"" Hernandez","","","San Salvador","San Salvador","El Salvador","",""
1147,"Täby RacketCenter","Flyghamnsvägen 16","18364","Täby","","Sweden","4687565094",""
1148,"SPARC","42775 9 Mile Rd","","Novi","MI","U.S.A.","",""
1149,"d'Coque Centre National Sportif & culturel","2 Rue Léon Hengen","1745","Luxembourg","Luxembourg","Luxembourg","352661446444","adrien.guignard@feluba.lu"
1150,"Fort Lauderdale Convention Center","1950 Eisenhower Blvd. Hall C","33316","Fort Lauderdale","Florida","U.S.A.","",""
1151,"IMPACT ARENA","MUANGTHONG THANEE","","Bangkok","","Thailand","6622553391","info@badmintonthai.or.th"
1152,"Dras center","Pohorska ulica 57","2000","Maribor","","Slovenia","38631325194","matevz.srekl@gmail.com"
1153,"Bacqiang Gymnasium","","","Bac Giang","Hanoi","Vietnam","",""
1154,"Sport hall Marino Cvetković","Stubište Lipovica 3","51410","Opatija","","Croatia","",""
1155,"Raiffeisen Sportpark","Hüttenbrennergasse 31","8010","Graz","","Austria","","office@autopen.at"
1156,"Polideportivo Municipal de Gandia","Avda del Esports, 4","46701","Gandia","Valencia","Spain","34915428384","spanishinternationalu19@badminton.es"
1157,"Synergy Fremont","44380 Old Warm Springs Blvd","94538","Fremont","CA","U.S.A.","",""
1158,"Mission College - Santa Clara","3000 Mission College Boulevard","95054","Santa Clara","CA","U.S.A.","408-855-5579",""
1159,"Pabellon Tenis de Mesa","Parque del Este","","Santo Domingo","Santo Domingo","Dominican Republic","8095440965","fedobadrd@gmail.com"
1160,"Athletic Arena","Liepu al. 4","LT-35111","Panevezys","","Lithuania","+370 672 70222","rslint2022@badminton.lt"
1161,"Royal Stage","Milnersvej 39","3400","Hillerød","","Denmark","4570605076","event@badminton.dk"
1162,"ISTORA Stadium, Senayan","","13840","Jakarta","","Indonesia","6262218445080","sekjen@pbsi.or.id"
1163,"Sport hall ""Ivan Simeonov""","ul. ""Doctor Nikola Lambrev"" 24","4400","Pazardzhik","","Bulgaria","",""
1164,"La Trocardière","Rue de la Trocardière","44400","Rezé","","France","33652306686","contact@nantes-international.fr"
1165,"AXIATA ARENA","L2-E-10, Enterprise 4,","57000","Kuala Lumpur","","Malaysia","",""
1166,"Høllin á Hálsi","4 Hallarheygur","FO-100","Tórshavn","","Faroe Islands","","FGJI2022@bsf.fo"
1167,"Sport Hall Svilengrad","Nencho Hristov Str.","","Svilengrad","","Bulgaria","",""
1168,"Sports Hall Svilengrad","Nencho Hristov Str.","","Svilengrad","","Bulgaria","",""
1169,"Gymnase Champ Fleuri","8 rue Christol de Sigoyer APPT 32, JARDIN DES SENS","97400","Saint Denis","","Réunion","262692713828","presidentlnbr@gmail.com"
1170,"Parque del Este","","","Santo Domingo","Santo Domingo","Dominican Republic","",""
1171,"UCCS","1420 Austin Bluffs Pkwy","80918","Colorado Springs","CO","U.S.A.","",""
1172,"Baseline Sport Arena","Švermova 4493/32","974 01","Banská Bystrica","","Slovakia","",""
1173,"Egret Badminton in Naperville","1811 High Grove Ln","60540","Naperville","IL","U.S.A.","630-536-8032","egrettournament@gmail.com"
1174,"UNCG Student Recreation Center","1510 Walker Avenue","27403","Greensboro","NC","U.S.A.","336 989 9459",""
1175,"Friedman Jesish Community Center","613 S J Strauss Ln.","18702","Wilkes Barre","PA","U.S.A.","","jeff@ksgoffice.com"
1176,"IBC Pine Brook","10 New Maple Ave","","Pine Brook","NJ","U.S.A.","732-549-7190","info@ibcusa.org"
1177,"Dvorana Centre Stozice","Vojkova cesta 100","1000","Ljubljana","","Slovenia","4531718283","events@badmintoneurope.com"
1178,"LOC Manege","Brīvības 55","LV-3401","Liepaja","","Latvia","",""
1179,"Polideportivo Manuel Novo","Carretera General Tudela, Agüeria o s/n, Tudela Agüeria,","33919","Oviedo","","Spain","","SpanishOpenU19@badminton.es"
1180,"Dushanbe tennis & water sport complex","15, Karamova str., Dushanbe, Republic of Tajikistan","","Dushanbe","","Tajikistan","",""
1181,"National Sports Center","Mongolia, Ulaanbaatar, Baga toiruu, 4th khoroo","14210","ulaanbaatar","Ulaanbaatar","Mongolia","97691117363","mba@badminton.mn"
1182,"Gymnase Hand bad CREPS","653 avenue de la libération","33400","Talence","","France","",""
1183,"Athletic Hall Belgrade","Bulevar Oslobodjenja 54","11000","Belgrade","","Serbia","",""
1184,"Yaounde Sports Complex","","","Yaoundé","","Cameroon","237699525121","odetta252000@gmail.com"
1185,"Complexe Sportif de Bellegrave","Avenue du colonel Robert Jacqui","33600","Pessac","","France","33608625803","future.series@lnaqbad.fr"
1186,"LONG ISLAND BADMINTON CENTER (LIBC)","575 MERRICK AVENUE","11590","WESTBURY","NY","U.S.A.","516-388-7821","2020LIBC@GMAIL.COM"
1187,"Club28 badminton","3569 Edgemont st","19134","Philadelphia","PA","U.S.A.","917.7082727",""
1188,"Maruzen Intec Arena Osaka","","","Osaka","","Japan","",""
1189,"Club France","Francia 75 Colonia Florida Alcaldía Alvaro Obregón","1030","Ciudad de Mexico","Ciudad de Mexico","Mexico","523325075830","femeba2012@gmail.com"
1190,"Zemgale Olympic Center","Kronvalda 24","LV-3001","Jelgava","","Latvia","37129546666","yli@badminton.lv"
1191,"Burnsville High School Gym (enter via Door 1)","600 State Hwy 13","55337","Burnsville","MN","U.S.A.","",""
1192,"Gymnase Institut Régional de Santé Publique (IRSP Ouidah)","Route des Esclaves","BP 384 Ouidah – Béni","Ouidah","Atlantique","Benin","22921341674","irsp@irsp-ouidah.org"
1193,"Hala OSiR Gniezno","ul. Sportowa 3/5","","Gniezno","","Poland","",""
1194,"Club28 badminton Philadelphia","3569 Edgemont st.","19134","Philadelphia","PA","U.S.A.","9177082727","club28.usa@gmail.com"
1195,"Gymnase Institut Régional de Santé Publique )IRSP Ouida)h","Route des Esclaves","BP 384 Ouidah – Béni","Ouidah","Atlantique","Benin","22921341674","irsp@irsp-ouidah.org"
1196,"Centro de Treinamento da CBBd","Avenida Raul Lopes, 1971 – Setor de Esportes – UFPI","","Teresina","","Brazil","",""
1197,"Sportoase Philipssite Leuven","Philipssite 6","3001","Leuven","","Belgium","+32 475 96 61 85","yonexbi@badmintonvlaanderen.be"
1198,"Sport hall Otocec","Grajska cesta 2","8222","Otocec","","Slovenia","",""
1199,"Arise Sports Complex","542 Koomey Rd","","Brookshire","Texas","U.S.A.","310-428-6564",""
1200,"Orange County Badminton Club (OCBC)","1432 N Main St","92867","Orange","CA","U.S.A.","(714) 639-6222","phillipocbc@gmail.com"
1201,"ISPORTZ BADMINTON ARENA","ISPORTZ BADMINTON ARENA Dubey Colony, Mowa","492014","Raipur","Chattisgarh","India","","info@badmintonindia.org"
1202,"Amongrogo Stadium","Amongrogo Stadium","","Yogjakarta","DIY","Indonesia","+62 21 8445080","sekjen@pbsi.id"
1203,"Hala sportowo-widowiskowa Uniwersytetu Medycznego w Lublinie","ul. Witolda Chodźki 15","20-093","Lublin","Lubelskie","Poland","48721347334","w.krawczyk@pzbad.pl"
1204,"SD Sutinska Vrela Zagreb","Podsusedski trg 14b","10000","Zagreb","","Croatia","",""
1205,"Purdue University’s France A. Cordova Recreational Sports Center, Level B–Lower Gym","355 N. Martin Jischke Drive","47907","West Lafayette","Indiana","U.S.A.","",""
1206,"Nguyen Du Stadium","116 Nguyen Du Street Ben Thanh Ward, 1 District Hochiminh City","700000","Hochiminh","","Vietnam","",""
1207,"Desbhakta Tarun Ram Phukan indoor stadium","R.G Baruah Sports Complex Nehru Stadium GUWAHATI","781001","Guwahati","Assam","India","",""
1208,"Dom sportova","Trg Krešimira Ćosića 11","10000","Zagreb","Zagreb","Croatia","385917271302","info@crointer.com"
1209,"Sportove Centrum M-sport Trencin","Ostrov 363","911 05","Trencin","","Slovakia","",""
1210,"Genea Netball Centre","2 Olympic Blvd Sydney Olympic Park","","Sydney","New South Wales","Australia","","julie.carrel.nz@gmail.com"
1211,"Long Island Badminton Center","575 Merrick Ave","","Westbury","NY","U.S.A.","",""
1212,"Red Energy Arena","91 Inglis St","","West Bendigo","Victoria","Australia","",""
1213,"Forker Building 175 & 184","534 Wallace Rd, Ames, IA 50011","50014","Ames","Iowa","U.S.A.","",""
1214,"Jyske Bank Arena","Ørbækvej 350","5220","Odense","","Denmark","",""
1215,"GOR PLATINUM","","13840","Malang","","Indonesia","6262218445080","sekjen@pbsi.or.id"
1216,"Male' Kulhivaru Ekuveni","Maafaiythakurufaanu Magu","20384","Male'","Kaafu","Maldives","9603314057","admin@badmintonmaldives.org.mv"
1217,"Filial Villa Deportiva - Club Regatas Lima (CRL)","Panamericana Sur, Km. 20.5 Villa El Salvador Lima, Perú","","Lima","","Peru","997310369","unidadtecnica@badmintonperu.com"
1218,"Sports hall Sterboholy","U školy 430","102 00","Prague","","Czech Republic","+420 607 705 773","info@praguetournaments.eu"
1219,"Odense Badminton Hal","Godthåbsgade 4-6","5000","Odense","","Denmark","70605076","event@badminton.dk"
1220,"NCBC","2421 Mercantile Dr Suite D","95742","Rancho Cordova","CA","U.S.A.","",""
1221,"UCLA - Student Activities Center (SAC)","220 Westwood Plaza","90095","Los Angeles","CA","U.S.A.","",""
1222,"Pembangunan Jaya Raya Badminton Training Center","Jl. Murai Raya Bintaro","","Tangerang Selatan","Banten","Indonesia","","pb.jayaraya@gmail.com"
1223,"Sterbinszky Hall","Fáy u. 58.","H-1139","Budapest","","Hungary","3614606903","office@badminton.hu"
1224,"Kuwait Olympic Committee Stadiums","Kuwait Olympic Committee Stadiums Jaber Al-Ahmad City, Kuwait","","Jaber Al-Ahmad City","","Kuwait","",""
1225,"Chicago Badminton Academy","570A Telser Rd","60047","Lake Zurich","Illinois","U.S.A.","2244247373","jimmysun@cbadminton.com"
1226,"Prairie Badminton","275 de Baets Street, Unit 2","","Winnipeg","Manitoba","Canada","(204) 663-5499","info@prairiebadminton.ca"
1227,"Sigulda Sports Center","Ata Kronvalda iela 7A","LV-2150","Sigulda","","Latvia","",""
1228,"University of Arizona Recreation Center, South Gym","1400 E 6th Street","85721","Tucson","Arizona","U.S.A.","","uazbadminton@gmail.com"
1229,"Quay Centre","4 Olympic Blvd Sydney Olympic Park","2127","Sydney","New South Wales","Australia","(02) 9714 7600","quaycentre@sopa.nsw.gov.au"
1230,"OYDC ZAMBIA - SPORTS DEVELOPMENT CENTRE","GREAT NORTH ROAD","10101","Lusaka","","Zambia","+260 977702664","jumamuwowo@yahoo.com"
1231,"NETS & TURF","2711 Pine Grove Rd","30041","Cumming","Georgia","U.S.A.","",""
1232,"Silver Creek High School","3434 Silver Creek Road","95121","San Jose","CA","U.S.A.","","scbaddy@gmail.com"
1233,"Miryang Badminton Stadium","26 Sichung-ro Miryang City Gyeong Nam,Korea","50420","Miryang","Gyeong Nam","Korea","8224226173","badmintonkorea@bka.kr"
1234,"The India Club Bahrain","The India Club Bahrain Road No. 825, Zubara Avenue,","","Manama","","Bahrain","33007600","j.ebrahim@bwf.sport"
1235,"Lobatse sports complex indoor hall","BNSC c/o P.O.Box 1404 Gaborone","0","Lobatse","Southern","Botswana","+267 3674000","kunyalalam@yahoo.co.uk"
1236,"The Bahrain Keraleeya Samajam","The Bahrain Keraleeya Samajam","","Manama","","Bahrain","","j.ebrahim@bwf.sport"
1237,"San Francisco School","Colonia Lomas de San Francisco final Calle N1","6015","San Salvador","San Salvador","El Salvador","+503 2270 9369","fesalbad2001@gmail.com"
1238,"Chaengwattana Hall @ Central Plaza Chaengwattana","Chaengwattana Hall @ Central Plaza Chaengwattana Moo 2 99/99 Thanon Chaeng Watthana Pak Kret District,","11120","Nonthaburi","","Thailand","",""
